"codigo":"EOC"-n-"codigo":"EOC582_2","den_cual":"IMPERMEABILIZACIÓN MEDIANTE MEMBRANAS FORMADAS CON LÁMINAS "-n-"codigo":"UC0869_1","denominacion":"Elaborar pastas, morteros, adhesivos y hormigones"
"codigo":"EOC"-n-"codigo":"EOC582_2","den_cual":"IMPERMEABILIZACIÓN MEDIANTE MEMBRANAS FORMADAS CON LÁMINAS "-n-"codigo":"UC1360_2","denominacion":"Controlar a nivel básico riesgos en construcción."
"codigo":"EOC"-n-"codigo":"EOC582_2","den_cual":"IMPERMEABILIZACIÓN MEDIANTE MEMBRANAS FORMADAS CON LÁMINAS "-n-"codigo":"UC1911_2","denominacion":"Organizar trabajos de cubiertas e impermeabilizaciones"
"codigo":"EOC"-n-"codigo":"EOC582_2","den_cual":"IMPERMEABILIZACIÓN MEDIANTE MEMBRANAS FORMADAS CON LÁMINAS "-n-"codigo":"UC1917_2","denominacion":"Ejecutar las capas y elementos del sistema de impermeabilización complementarios de la membrana."
"codigo":"EOC"-n-"codigo":"EOC582_2","den_cual":"IMPERMEABILIZACIÓN MEDIANTE MEMBRANAS FORMADAS CON LÁMINAS "-n-"codigo":"UC1918_2","denominacion":"Impermeabilizar con membranas bituminosas"
"codigo":"EOC"-n-"codigo":"EOC582_2","den_cual":"IMPERMEABILIZACIÓN MEDIANTE MEMBRANAS FORMADAS CON LÁMINAS "-n-"codigo":"UC1919_2","denominacion":"Impermeabilizar con membranas sintéticas"
"codigo":"EOC"-n-"codigo":"EOC585_2","den_cual":"MONTAJE DE ANDAMIOS TUBULARES"-n-"codigo":"UC1360_2","denominacion":"Controlar a nivel básico riesgos en construcción."
"codigo":"EOC"-n-"codigo":"EOC585_2","den_cual":"MONTAJE DE ANDAMIOS TUBULARES"-n-"codigo":"UC1926_1","denominacion":"Realizar operaciones básicas de montaje de andamios tubulares"
"codigo":"EOC"-n-"codigo":"EOC585_2","den_cual":"MONTAJE DE ANDAMIOS TUBULARES"-n-"codigo":"UC1927_2","denominacion":"Montar y desmontar andamios tubulares."
"codigo":"EOC"-n-"codigo":"EOC585_2","den_cual":"MONTAJE DE ANDAMIOS TUBULARES"-n-"codigo":"UC1928_2","denominacion":"Organizar y supervisar el montaje de andamios tubulares."
"codigo":"EOC"-n-"codigo":"EOC589_2","den_cual":"REVESTIMIENTOS CON PASTAS Y MORTEROS EN CONSTRUCCIÓN"-n-"codigo":"UC0869_1","denominacion":"Elaborar pastas, morteros, adhesivos y hormigones"
"codigo":"EOC"-n-"codigo":"EOC589_2","den_cual":"REVESTIMIENTOS CON PASTAS Y MORTEROS EN CONSTRUCCIÓN"-n-"codigo":"UC0871_1","denominacion":"Sanear y regularizar soportes para revestimiento en construcción"
"codigo":"EOC"-n-"codigo":"EOC589_2","den_cual":"REVESTIMIENTOS CON PASTAS Y MORTEROS EN CONSTRUCCIÓN"-n-"codigo":"UC0872_1","denominacion":"Realizar enfoscados y guarnecidos \\"a buena vista\\""
"codigo":"EOC"-n-"codigo":"EOC589_2","den_cual":"REVESTIMIENTOS CON PASTAS Y MORTEROS EN CONSTRUCCIÓN"-n-"codigo":"UC1360_2","denominacion":"Controlar a nivel básico riesgos en construcción."
