"650105","ZARAGOZA","SUPERIOR","SAN304","SAN","SI","TRABAJA","NO","OTRO","NO"
"650762","ZARAGOZA","MEDIO","IFC201","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"651182","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","NO"
"651290","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","FIJO","NO"
"651291","ZARAGOZA","MEDIO","SSC201","SSC","SI","TRABAJA","NO","OTRO","NO"
"651296","ZARAGOZA","MEDIO","SSC201","SSC","SI","TRABAJA","SI","OTRO","NO"
"651333","ZARAGOZA","MEDIO","SSC201","SSC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"651539","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","NO","FIJO","NO"
"651662","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"651708","ZARAGOZA","SUPERIOR","IMS301","IMS","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"652079","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"652399","ZARAGOZA","SUPERIOR","IMA302","IMA","SI","TRABAJA","SI","FIJO","SI"
"652671","ZARAGOZA","MEDIO","IMP203","IMP","SI","ESTUDIA","NSNC","NSNC","NSNC"
"652694","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"652720","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","SI"
"652792","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"652792","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"652828","ZARAGOZA","SUPERIOR","IMS301","IMS","SI","TRABAJA","NO","OTRO","NO"
"652961","ZARAGOZA","SUPERIOR","IMP302","IMP","SI","TRABAJA","NO","OTRO","NO"
"652965","ZARAGOZA","MEDIO","SSC201","SSC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"653037","ZARAGOZA","MEDIO","IFC201","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"653058","ZARAGOZA","MEDIO","IFC201","IFC","SI","TRABAJA","NO","OTRO","NO"
"653074","ZARAGOZA","MEDIO","SAN201","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"653100","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"653118","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","NO","OTRO","NO"
"653265","ZARAGOZA","MEDIO","SAN201","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"653348","ZARAGOZA","MEDIO","SSC201","SSC","SI","TRABAJA","SI","OTRO","SI"
"653360","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"653406","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"653614","ZARAGOZA","MEDIO","IFC201","IFC","SI","TRABAJA","NO","OTRO","NO"
"653676","ZARAGOZA","MEDIO","SAN201","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"653729","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"653779","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","OTRO","NO"
"653813","ZARAGOZA","SUPERIOR","SAN309","SAN","SI","TRABAJA","SI","OTRO","NO"
"653838","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"653848","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"654181","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"654840","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"654857","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"655363","ZARAGOZA","MEDIO","IMP203","IMP","SI","ESTUDIA","NSNC","NSNC","NSNC"
"655415","HUESCA","MEDIO","IMS202","IMS","SI","ESTUDIA","NSNC","NSNC","NSNC"
"655415","HUESCA","MEDIO","IMS202","IMS","SI","ESTUDIA","NSNC","NSNC","NSNC"
"656005","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","NO","FIJO","NO"
"656128","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"656167","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"656296","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","NO","FIJO","NO"
"656307","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","FIJO","NO"
"656563","ZARAGOZA","SUPERIOR","IMP302","IMP","SI","TRABAJA","SI","FIJO","NO"
"656650","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","OTRO","NO"
"656682","ZARAGOZA","MEDIO","IMP202","IMP","SI","TRABAJA","NO","OTRO","NO"
"657169","ZARAGOZA","MEDIO","ELE203","ELE","SI","ESTUDIA","NSNC","NSNC","NSNC"
"657407","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"657423","ZARAGOZA","MEDIO","ADG201","ADG","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"657459","ZARAGOZA","SUPERIOR","SSC303","SSC","NO","TRABAJA","NO","OTRO","NSNC"
"657627","ZARAGOZA","SUPERIOR","ADG302","ADG","SI","TRABAJA","NSNC","NSNC","NSNC"
"657755","ZARAGOZA","BASICA","FPB112","FPB","SI","TRABAJA","NO","OTRO","NO"
"657941","ZARAGOZA","SUPERIOR","TCP301","TCP","SI","TRABAJA","NO","FIJO","NO"
"657975","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","NO","FIJO","NO"
"658020","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","NO","OTRO","NO"
"658886","ZARAGOZA","SUPERIOR","COM302","COM","SI","ESTUDIA","NSNC","NSNC","NSNC"
"659811","HUESCA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"660337","HUESCA","SUPERIOR","IMS304","IMS","SI","TRABAJA","SI","FIJO","SI"
"660489","HUESCA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"660517","HUESCA","SUPERIOR","IMA301","IMA","NO","EN DESEMPLEO","NSNC","NSNC","NSNC"
"660952","HUESCA","MEDIO","IFC201","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"661044","HUESCA","MEDIO","ELE202","ELE","NO","EN DESEMPLEO","NSNC","NSNC","NSNC"
"661355","HUESCA","MEDIO","FME203","FME","SI","TRABAJA","SI","OTRO","NO"
"661605","HUESCA","MEDIO","FME203","FME","SI","ESTUDIA","NSNC","NSNC","NSNC"
"661736","HUESCA","MEDIO","IFC201","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"661863","HUESCA","MEDIO","IMP203","IMP","SI","TRABAJA","SI","OTRO","NO"
"661880","HUESCA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"661907","HUESCA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"662062","HUESCA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"662140","HUESCA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"662173","HUESCA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"662283","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"662366","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"662514","HUESCA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","SI"
"663019","HUESCA","MEDIO","TMV202","TMV","NO","ESTUDIA","NSNC","NSNC","NSNC"
"663019","HUESCA","MEDIO","TMV202","TMV","NO","ESTUDIA","NSNC","NSNC","NSNC"
"663070","HUESCA","MEDIO","TMV202","TMV","SI","TRABAJA","NO","FIJO","NO"
"663143","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"663145","HUESCA","MEDIO","TMV202","TMV","SI","TRABAJA","NO","OTRO","NO"
"663157","HUESCA","MEDIO","SAN201","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
